Error,ErrorDoc,Date,Name,Project,Duration,Ry0_Ch3,Ry0_Ch11,Ry0_Ch19,Ry0_Ch27,Ry0_Ch35,Ry0_Ch43,Ry0_Ch51,Surface Temperature(°C),dM,dM_Pos,Indoor Temperature(℃),Indoor Humidity(%),Outdoor Temperature(℃),Outdoor Humidity(%),Dew Point(℃),Wind(m/s),Wind variance(m/s),Gust(m/s),Wind Direction(°),Std. of Wind Direction(°),ABS Pressure(hpa),Solar Rad.(w/m2),Hourly Rain(mm),Event Rain(mm),CH1 Temperature(℃),CH1 Dewpoint(℃),CH1 Humidity(%),CH2 Temperature(℃),CH2 Dewpoint(℃),CH2 Humidity(%),CH3 Temperature(℃),CH3 Dewpoint(℃),CH3 Humidity(%)
NaN,NaN,10-Sep-2024 09:22:25,2024-09-10_Messung_Zeitz_0922.h5,Large Scale Experiment - Preparation,600,0.000315569357152294,0.000240723666102613,0.000308653293871297,0.000365612175518539,0.000310048311467208,0.000304715385203045,0.000314020951374699,16.2119058333336,0,0,17.72,64.6,14.05,72.8,9.26,1.5,0.8,5.1,-24.9351679771586,54.4703262271162,990.06,9.33,0,0,17.86,11.12,64.7,17.94,11.14,64.5,17.4,11.39,67.8
NaN,NaN,10-Sep-2024 09:42:59,2024-09-10_Messung_Zeitz_0942.h5,Large Scale Experiment - Preparation,600,0.000416235048158169,0.000362163848048417,0.000344899797726373,0.000449952748254843,0.000442198342912906,0.000353129941967696,0.000404450858289063,16.3159933333331,0,0,17.7,64,13.975,75.5,9.675,1.675,0.804895734152656,5.1,25.3680286060463,66.5116772607129,990.3375,15.8875,0,0,17.9,10.925,63.625,17.9625,10.8625,63,17.35,10.95,66
NaN,NaN,10-Sep-2024 09:53:16,2024-09-10_Messung_Zeitz_0953.h5,Large Scale Experiment - Preparation,600,0.000259913319417974,0.000203475117893232,0.000194095984609,0.000284633595555826,0.000252832255659662,0.000203737885477835,0.00027768447470046,16.3639153333331,0,0,17.7,63.7,13.95,75,9.56,1.78,0.752477389841198,4.6,-34.6788569987959,49.8797621905547,990.29,16.48,0,0,17.89,10.81,63.1,18,10.9,63,17.4,11,66
NaN,NaN,10-Sep-2024 10:13:49,2024-09-10_Messung_Zeitz_1013.h5,Large Scale Experiment - Reference,600,0.000301883614692945,0.000273109698625758,0.000270894293797476,0.000312640859734741,0.00028051629168821,0.000275062414093567,0.000311182658308133,16.4763684999999,0,0,17.69,62.9,14.32,71,9.12,2.01,1.19949063263444,5.6,-9.87550541991059,33.671382769387,990.46,15.63,0,0,17.83,10.44,62,17.99,10.55,61.8,17.3,10.7,65
NaN,NaN,10-Sep-2024 10:24:06,2024-09-10_Messung_Zeitz_1024.h5,Large Scale Experiment - Reference,600,0.000360968159539767,0.000289719370591463,0.000283440230863895,0.000405089214223061,0.000352705652271682,0.000300670994905465,0.000361840390732079,16.5850021666668,0,0,17.63,62.3,14.36,70.1,8.98,1.76,0.694742158406028,4.1,-65.6918444467256,55.3572028965764,990.42,13.64,0,0,17.83,10.39,61.8,17.95,10.32,60.9,17.3,10.49,64.3
NaN,NaN,10-Sep-2024 10:34:23,2024-09-10_Messung_Zeitz_1034.h5,Large Scale Experiment - Reference,600,0.00037821688783381,0.000317948633650443,0.000315876149728977,0.000391952858966034,0.000357978887112593,0.000346644106951959,0.000377891368494287,16.8528203333332,0,0,17.64,61.6,14.82,65.6,8.44,2.35,1.04163333279998,5.1,-1.74959569324463,68.9703815535255,990.4,17.41,0,0,17.8,10.07,60.5,17.97,10.25,60.6,17.33,10.37,63.6
NaN,NaN,10-Sep-2024 10:44:40,2024-09-10_Messung_Zeitz_1044.h5,Large Scale Experiment - Reference,600,0.000313918205327872,0.000273339047860366,0.00032572536301351,0.000314730727328418,0.000273204384703269,0.000267583929644483,0.000301219086557794,17.0177868333334,0,0,17.6,60.9,15.05,64.3,8.37,2.26,1.07723926982098,5.6,-39.2682535180348,45.8728902930774,990.32,15.3,0,0,17.74,9.87,59.9,17.9,9.84,59.2,17.37,9.93,61.7
NaN,NaN,10-Sep-2024 10:54:57,2024-09-10_Messung_Zeitz_1054.h5,Large Scale Experiment - Reference,600,0.000489342022780736,0.000387519931918781,0.000414946511787614,0.000515271718721517,0.000465227150016289,0.000433562218556169,0.000498162721066347,17.1967178333334,0,0,17.6,59.3,15.06,63.3,8.14,1.76,0.996884034267666,5.1,-10.8851703652187,47.3344508585015,990.3,18.29,0,0,17.7,9.41,58.3,17.9,9.57,58.2,17.4,9.78,60.9
NaN,NaN,10-Sep-2024 11:15:30,2024-09-10_Messung_Zeitz_1115.h5,Large Scale Experiment - Reference,600,0.000292609808730398,0.000235672805668854,0.000260806264355592,0.000286527763504093,0.000272680985366673,0.000243807918428233,0.000284384709873379,17.4955598333333,0,0,17.7,59,15.48,64.2,8.76,1.75,0.913175168786848,5.1,-55.3600670920015,86.3370841136085,990.38,18.84,0,0,17.8,9.5,58.3,18,9.4,57,17.51,9.85,60.7
NaN,NaN,10-Sep-2024 11:25:47,2024-09-10_Messung_Zeitz_1125.h5,Large Scale Experiment - Reference,600,0.000413947854662968,0.00033500545526175,0.000375424713946949,0.000410263376776806,0.00033479013278942,0.000337950918643991,0.00040593784744863,17.6932770000002,0,0,17.7,58.7,15.41,62.8,8.37,2.05,1.03949774196751,5.1,-48.2688714850699,55.5024658705086,990.38,21.6,0,0,17.82,9.36,57.7,18.07,9.44,56.9,17.6,9.77,59.9
